Respondent,Professional,FormalEducation,MajorUndergrad,HomeRemote,CompanySize,CompanyType,YearsProgram,YearsCodedJob,CareerSatisfaction,JobSatisfaction,TabsSpaces,IDE,Methodology,Gender,HighestEducationParents,Race,Salary
37184,Professional developer,Master's degree,Computer science or software engineering,Never,"5,000 to 9,999 employees","Privately-held limited company, not in startup mode",20 or more years,12 to 13 years,7,8,Spaces,Vim; IntelliJ; PyCharm,Waterfall; Agile; Scrum; Extreme; Pair,Male,A master's degree,White or of European descent,1.00E+05
37192,Professional developer,Bachelor's degree,A natural science,Never,100 to 499 employees,"Sole proprietorship or partnership, not in startup mode",Less than a year,Less than a year,10,8,Tabs,Atom; Notepad++; Sublime Text; Visual Studio; Visual Studio Code,Agile; Lean; Scrum; Pair; Kanban,Female,"Some college/university study, no bachelor's degree",White or of European descent,62500
37270,Professional developer,Master's degree,A natural science,All or almost all the time (I'm full-time remote),Fewer than 10 employees,"Sole proprietorship or partnership, not in startup mode",8 to 9 years,8 to 9 years,10,7,Spaces,Vim,Agile; Scrum; Kanban,Male,A bachelor's degree,White or of European descent,9.10E+04
37276,Professional developer,Bachelor's degree,Computer engineering or electrical/electronics engineering,A few days each month,"10,000 or more employees",Publicly-traded corporation,5 to 6 years,1 to 2 years,3,1,Tabs,Notepad++; Visual Studio,NA,Male,A bachelor's degree,Black or of African descent,8.00E+04
37283,Professional developer,Bachelor's degree,Computer engineering or electrical/electronics engineering,"Less than half the time, but at least one day each week","1,000 to 4,999 employees",Government agency or public school/university,9 to 10 years,5 to 6 years,6,7,Spaces,Vim,NA,Male,A bachelor's degree,White or of European descent,67500
37292,Professional developer,Master's degree,A natural science,Never,10 to 19 employees,"Privately-held limited company, not in startup mode",10 to 11 years,10 to 11 years,9,10,Spaces,Vim; Eclipse,Waterfall; Agile; Scrum,Male,A master's degree,White or of European descent,1.70E+05
37300,Professional developer,Some college/university study without earning a bachelor's degree,A natural science,All or almost all the time (I'm full-time remote),500 to 999 employees,Publicly-traded corporation,20 or more years,20 or more years,8,9,Spaces,Visual Studio; Visual Studio Code,Waterfall; Agile; Scrum; Extreme; Pair,Male,A bachelor's degree,White or of European descent,1.07E+05
37314,Professional developer,Bachelor's degree,Computer engineering or electrical/electronics engineering,All or almost all the time (I'm full-time remote),I prefer not to answer,Pre-series A startup,20 or more years,17 to 18 years,8,10,Spaces,Atom; TextMate; Vim; Android Studio,Agile; Lean; Scrum; Extreme; Kanban,Male,"Some college/university study, no bachelor's degree",White or of European descent,1.60E+05
37325,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,20 to 99 employees,"Privately-held limited company, not in startup mode",11 to 12 years,9 to 10 years,7,6,Tabs,Notepad++; TextMate; Vim; Eclipse; IntelliJ; Visual Studio,NA,Male,A bachelor's degree,Black or of African descent,1.18E+05
37365,Professional developer,Bachelor's degree,Computer engineering or electrical/electronics engineering,A few days each month,I don't know,Publicly-traded corporation,5 to 6 years,2 to 3 years,8,8,NA,NA,NA,NA,NA,NA,9.20E+04
37490,Professional developer,Master's degree,Computer science or software engineering,Never,"10,000 or more employees",Publicly-traded corporation,19 to 20 years,5 to 6 years,7,8,Spaces,Vim,NA,Male,A bachelor's degree,South Asian,1.42E+05
37541,Professional developer,Bachelor's degree,Fine arts or performing arts,"Less than half the time, but at least one day each week","1,000 to 4,999 employees",Government agency or public school/university,20 or more years,20 or more years,10,10,Tabs,Emacs; Visual Studio,Agile,Male,A bachelor's degree,White or of European descent,9.20E+04
37569,Professional developer,Master's degree,Computer science or software engineering,A few days each month,"1,000 to 4,999 employees","Privately-held limited company, not in startup mode",16 to 17 years,16 to 17 years,8,7,Spaces,Atom; Notepad++; Sublime Text; Eclipse; IntelliJ; Komodo; NetBeans; Visual Studio,Agile; Scrum; Kanban,Female,"Some college/university study, no bachelor's degree",East Asian,1.01E+05
37575,Professional developer,Some college/university study without earning a bachelor's degree,Computer science or software engineering,"Less than half the time, but at least one day each week","10,000 or more employees",Publicly-traded corporation,20 or more years,16 to 17 years,9,2,Spaces,Atom; Visual Studio Code,NA,Male,A bachelor's degree,White or of European descent,1.60E+05
37612,Professional developer,Bachelor's degree,Computer science or software engineering,"Less than half the time, but at least one day each week","5,000 to 9,999 employees",Publicly-traded corporation,4 to 5 years,1 to 2 years,8,8,Both,Sublime Text; Vim,Scrum,Male,A bachelor's degree,White or of European descent,9.00E+04
37705,Professional developer,Secondary school,NA,About half the time,100 to 499 employees,Venture-funded startup,11 to 12 years,5 to 6 years,9,10,Spaces,Vim; Visual Studio Code,NA,Male,A bachelor's degree,White or of European descent,9.00E+04
37718,Professional developer,Bachelor's degree,Computer science or software engineering,It's complicated,20 to 99 employees,Venture-funded startup,19 to 20 years,11 to 12 years,6,8,Spaces,NA,Agile; Scrum; Kanban,Male,A master's degree,White or of European descent,9.00E+04
37733,Professional developer,Some college/university study without earning a bachelor's degree,Computer science or software engineering,"More than half, but not all, the time","10,000 or more employees",Publicly-traded corporation,13 to 14 years,4 to 5 years,10,10,NA,NA,NA,NA,NA,NA,9.50E+04
37748,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"1,000 to 4,999 employees",Publicly-traded corporation,11 to 12 years,6 to 7 years,7,7,Spaces,Sublime Text; IntelliJ; IPython / Jupyter,Waterfall; Agile; Scrum; Pair; Mob; Kanban,Female,A bachelor's degree,White or of European descent,1.08E+05
37759,Professional developer,Some college/university study without earning a bachelor's degree,Fine arts or performing arts,A few days each month,100 to 499 employees,"Privately-held limited company, not in startup mode",13 to 14 years,12 to 13 years,9,9,Spaces,Atom,Waterfall; Agile; Scrum; Extreme; Pair; Kanban,Male,A bachelor's degree,White or of European descent,1.19E+05
37763,Professional developer,Master's degree,"Information technology, networking, or system administration",A few days each month,"10,000 or more employees",Publicly-traded corporation,20 or more years,20 or more years,8,7,Tabs,Sublime Text; Visual Studio; Xcode,NA,Male,A professional degree,White or of European descent,1.04E+05
37771,Professional developer,Some college/university study without earning a bachelor's degree,Computer science or software engineering,"More than half, but not all, the time",100 to 499 employees,"Sole proprietorship or partnership, not in startup mode",20 or more years,10 to 11 years,7,8,Spaces,Vim,NA,Female; Transgender; Other,A doctoral degree,White or of European descent,1.26E+05
37804,Professional developer,Doctoral degree,A natural science,A few days each month,"10,000 or more employees","Privately-held limited company, not in startup mode",9 to 10 years,2 to 3 years,8,7,Spaces,Vim; IPython / Jupyter; PyCharm; Visual Studio,Agile; Scrum; Pair,Male,A bachelor's degree,I prefer not to say,1.56E+05
37809,Professional developer,Bachelor's degree,A natural science,Never,20 to 99 employees,"Sole proprietorship or partnership, not in startup mode",9 to 10 years,1 to 2 years,9,9,Tabs,RStudio,NA,Male,A bachelor's degree,White or of European descent,6.00E+04
37816,Professional developer,Bachelor's degree,Computer science or software engineering,Never,"10,000 or more employees",Publicly-traded corporation,10 to 11 years,5 to 6 years,7,9,Spaces,Atom; Notepad++; Vim; Eclipse; IPython / Jupyter; RStudio; Visual Studio,NA,Male,A master's degree,White or of European descent,7.80E+04
37819,Professional developer,Bachelor's degree,Computer science or software engineering,Never,I don't know,Publicly-traded corporation,5 to 6 years,1 to 2 years,5,5,Spaces,Visual Studio,Agile,Male,A bachelor's degree,White or of European descent,7.40E+04
37840,Professional developer,Bachelor's degree,Computer engineering or electrical/electronics engineering,Never,"10,000 or more employees",Publicly-traded corporation,4 to 5 years,1 to 2 years,9,7,Spaces,Notepad++; PyCharm; Visual Studio,NA,Male,A bachelor's degree,White or of European descent,83500
37841,Professional developer,Bachelor's degree,Computer science or software engineering,"Less than half the time, but at least one day each week","10,000 or more employees",Publicly-traded corporation,14 to 15 years,6 to 7 years,7,6,Spaces,Sublime Text; Android Studio; IntelliJ; Visual Studio,NA,Male,A master's degree,White or of European descent,9.50E+04
38543,Professional developer,Bachelor's degree,Computer science or software engineering,It's complicated,10 to 19 employees,"Sole proprietorship or partnership, not in startup mode",9 to 10 years,2 to 3 years,7,6,Tabs,Sublime Text; Vim,Agile; Scrum; Pair,Male,"Some college/university study, no bachelor's degree",White or of European descent,6.00E+04
38555,Professional developer,Bachelor's degree,Computer science or software engineering,It's complicated,"1,000 to 4,999 employees","Privately-held limited company, not in startup mode",20 or more years,14 to 15 years,2,2,Tabs,Notepad++; Visual Studio,Agile; Lean; Kanban,Male,A bachelor's degree,White or of European descent,1.03E+05
38559,Professional developer,Bachelor's degree,A business discipline,It's complicated,100 to 499 employees,"Sole proprietorship or partnership, not in startup mode",20 or more years,6 to 7 years,7,9,Spaces,Notepad++; RStudio; Visual Studio; Visual Studio Code,Scrum; Pair; Domain-driven design,Male,A master's degree,White or of European descent,107500
38574,Professional developer,Bachelor's degree,Something else,Never,20 to 99 employees,"Sole proprietorship or partnership, not in startup mode",2 to 3 years,2 to 3 years,5,6,Both,Notepad++; Visual Studio; Visual Studio Code,NA,Male,High school,White or of European descent,41600
38598,Professional developer,Some college/university study without earning a bachelor's degree,Computer science or software engineering,A few days each month,"5,000 to 9,999 employees","Privately-held limited company, not in startup mode",18 to 19 years,12 to 13 years,8,5,Spaces,Visual Studio; Visual Studio Code,NA,Male,"Some college/university study, no bachelor's degree",White or of European descent,1.09E+05
38622,Professional developer,Bachelor's degree,Fine arts or performing arts,Never,"1,000 to 4,999 employees","Privately-held limited company, not in startup mode",2 to 3 years,2 to 3 years,7,4,Tabs,Visual Studio; Visual Studio Code,NA,Male,A bachelor's degree,White or of European descent,4.10E+04
38641,Professional developer,Bachelor's degree,Computer science or software engineering,Never,100 to 499 employees,I don't know,9 to 10 years,5 to 6 years,8,10,Spaces,Notepad++; Visual Studio Code,NA,Female,"Some college/university study, no bachelor's degree",White or of European descent,7.50E+04
